datetime,customer_id,current_balance,lifetime_trip_count,avg_passenger_count,created
2024-02-14 23:00:00+00:00,20991,24.034458,44,1.4739773,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20991,12.449032,49,1.796196,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20990,18.809473,18,2.2417212,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20990,48.235588,22,2.971204,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20990,23.72951,27,1.3100638,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20990,47.23573,31,2.4495125,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20990,14.950808,36,2.2235966,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20990,47.465477,40,2.8133,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20990,31.230347,45,1.0904033,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20990,38.72299,50,2.952793,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20989,37.637833,13,2.7230098,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20989,20.021122,17,1.5416304,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20989,14.610933,22,1.514818,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20989,22.16635,27,1.6962367,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20989,23.086607,32,1.3776922,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20989,10.93424,37,1.3590025,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20989,20.636978,42,2.8894086,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20989,42.573486,47,1.3882389,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20988,45.912712,20,1.0345515,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20988,16.365984,23,1.023318,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20988,16.499743,27,1.7324802,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20988,44.181133,31,2.6105795,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20988,38.869556,35,1.085778,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20988,46.50429,39,1.4324706,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20988,40.4232,43,2.930919,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20988,20.734896,47,1.27013,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20987,48.068348,14,2.6859586,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20987,48.12511,18,1.6694446,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20987,47.19804,22,1.0953361,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20987,36.047554,27,2.1511762,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20987,14.707153,31,2.9756777,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20987,38.16631,36,1.132256,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20987,24.180086,40,2.7446039,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20987,41.690372,45,2.6139421,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20986,32.175697,11,1.3819728,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20986,42.03812,15,1.2924352,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20986,29.886328,20,1.1027126,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20986,47.736694,24,2.8061624,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20986,26.041945,29,1.1165056,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20986,49.160183,33,2.2248986,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20986,16.50951,38,1.0887063,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20986,13.949932,43,2.5152938,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20985,35.157104,18,2.4300468,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20985,44.367455,21,1.739956,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20985,47.810455,25,2.897188,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20985,33.48771,29,2.3103304,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20985,22.258265,33,2.3927228,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20985,14.039538,37,1.1780765,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20985,31.089556,41,2.778631,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20985,41.454216,45,1.6660515,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20984,14.604931,20,1.6405867,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20984,27.843323,24,1.2201039,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20984,14.500173,28,1.2258761,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20984,41.736862,32,2.4581673,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20984,38.488373,36,1.5562985,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20984,35.780994,40,2.4466789,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20984,20.72537,44,1.5086365,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20984,48.43625,48,1.1860908,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20983,30.771572,11,1.5115966,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20983,21.933601,16,1.9293212,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20983,14.814208,21,2.0468285,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20983,41.22086,26,1.3464642,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20983,32.442772,31,1.3408399,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20983,34.278126,36,2.1043305,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20983,30.818228,41,2.866279,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20983,48.115723,46,1.05417,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20982,42.190907,12,1.8091269,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20982,23.045914,16,1.5151485,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20982,43.807533,21,1.7310078,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20982,17.949589,26,2.1011508,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20982,26.150883,30,2.1022995,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20982,33.602875,35,2.4014344,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20982,12.545444,40,2.828844,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20982,47.451214,45,1.8805143,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20981,33.685665,17,1.3622686,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20981,17.117346,20,1.6055516,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20981,31.241432,23,2.0617993,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20981,41.487682,26,2.9278631,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20981,27.234007,30,2.631558,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20981,13.096548,33,2.870856,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20981,28.287384,36,2.4847074,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20981,20.355679,40,1.5105537,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20980,38.523235,16,2.1074755,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20980,39.61407,20,1.0231848,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20980,45.43798,25,2.1963925,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20980,47.952103,30,1.5775077,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20980,36.01604,34,1.1941792,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20980,48.519253,39,1.2064043,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20980,21.936111,44,1.2900751,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20980,25.650896,49,1.4370424,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20979,40.744045,17,2.6494024,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20979,15.032656,21,2.9273343,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20979,21.877546,25,1.9399842,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20979,33.928898,29,2.019614,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20979,45.27174,33,1.2049582,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20979,33.024876,37,2.3725955,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20979,35.943142,41,2.1278195,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20979,34.647827,46,2.1235664,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20978,36.86439,18,1.4984201,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20978,48.07088,22,2.1014438,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20978,23.15807,26,2.3220158,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20978,45.12584,30,2.3119793,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20978,46.120724,34,1.1559623,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20978,27.202677,38,2.3612444,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20978,35.41134,42,2.378431,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20978,47.186565,46,2.930168,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20977,29.726599,10,2.9711814,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20977,13.560473,15,2.7264607,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20977,13.258002,21,1.1634917,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20977,30.2817,26,1.4110765,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20977,30.382504,32,1.607655,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20977,31.036573,37,2.9198477,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20977,17.219292,43,2.239899,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20977,44.579464,49,1.9532344,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20976,36.14699,13,2.2833016,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20976,20.479063,16,1.9842429,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20976,45.111828,20,1.3370329,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20976,30.500122,24,1.40252,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20976,36.583927,28,2.1357563,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20976,37.26736,32,1.308407,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20976,46.93375,36,1.8130502,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20976,43.837555,40,1.208771,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20975,32.154488,14,1.0441387,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20975,27.743181,18,1.300498,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20975,36.82632,22,2.8806052,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20975,40.910408,27,2.6274576,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20975,16.876928,31,2.029414,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20975,22.933336,36,1.9687169,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20975,25.398506,40,2.9919329,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20975,23.150946,45,1.5861815,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20974,27.373175,20,1.1140218,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20974,35.64854,24,2.5807338,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20974,20.990456,28,1.0518525,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20974,13.9017,32,1.2409364,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20974,22.310772,37,2.3573897,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20974,40.445206,41,1.8460299,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20974,39.17323,45,2.704092,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20974,21.549927,50,1.7664672,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20973,42.27031,17,1.8800017,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20973,25.483873,21,1.6762234,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20973,30.439203,26,2.5171323,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20973,48.143944,31,1.9878508,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20973,12.473861,35,2.8211348,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20973,28.305485,40,1.3358345,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20973,41.44348,45,1.0083481,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20973,29.040083,50,1.7733431,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20972,11.160577,17,2.4668157,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20972,18.12411,21,2.5585837,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20972,20.742695,26,2.295928,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20972,22.787628,31,2.6710935,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20972,10.074912,35,2.2542686,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20972,14.905774,40,1.9369221,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20972,47.220783,45,2.079873,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20972,17.962856,50,1.202561,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20971,31.8358,18,1.6317558,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20971,33.187546,21,2.764883,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20971,42.346004,25,1.0879022,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20971,48.784897,28,2.4739358,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20971,17.163824,32,2.058327,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20971,49.27121,35,2.05078,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20971,26.18054,39,1.0562248,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20971,15.172548,43,2.7307856,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20970,21.70281,11,2.7322106,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20970,20.854485,16,1.5812422,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20970,19.636385,21,1.6826508,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20970,22.17826,26,2.927444,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20970,35.460648,31,2.3707588,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20970,45.461426,36,2.7094343,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20970,34.44531,41,2.022615,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20970,22.927706,46,1.6410283,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20969,25.6258,13,1.3456303,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20969,16.204166,17,1.0226492,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20969,19.311165,21,2.4131296,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20969,37.33517,26,1.7518568,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20969,10.039582,30,2.2890897,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20969,15.807032,35,2.8357964,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20969,25.225506,39,1.0819316,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20969,26.630363,44,2.7833903,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20968,41.09458,17,1.4337134,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20968,35.689587,20,1.2126536,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20968,20.684004,23,2.3867235,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20968,42.38688,27,2.619867,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20968,31.207813,30,2.5752306,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20968,12.827994,34,1.0153049,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20968,33.299507,37,2.3032885,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20968,43.1973,41,2.804318,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20967,29.442421,18,1.3321499,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20967,44.88396,22,2.7620077,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20967,24.476095,26,1.8922529,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20967,12.607277,30,1.7768937,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20967,47.292763,34,2.9734857,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20967,23.301588,38,1.4222072,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20967,38.522903,42,1.2984763,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20967,15.108149,46,2.1956668,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20966,23.63778,12,1.7096897,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20966,40.572296,16,2.6353977,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20966,11.332303,20,1.2126901,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20966,28.24833,24,2.461744,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20966,47.96027,29,2.1123712,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20966,29.272554,33,1.9839834,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20966,31.891123,37,2.3199801,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20966,43.932377,42,1.1992733,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20965,27.088987,15,2.0283272,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20965,42.1118,18,1.5427307,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20965,17.696024,22,2.5591857,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20965,30.331034,26,1.7695624,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20965,16.813318,29,2.0730896,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20965,48.13069,33,1.5568093,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20965,44.39041,37,1.8855538,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20965,41.761063,41,2.262534,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20964,29.496454,12,2.270998,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20964,30.635056,17,1.4344536,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20964,36.366943,22,2.1453211,2024-02-15 23:09:33.212
2024-02-11 23:00:00+00:00,20964,22.697977,27,2.9754953,2024-02-15 23:09:33.212
2024-02-12 23:00:00+00:00,20964,39.574818,32,1.3229818,2024-02-15 23:09:33.212
2024-02-13 23:00:00+00:00,20964,16.416685,37,1.765618,2024-02-15 23:09:33.212
2024-02-14 23:00:00+00:00,20964,42.502132,42,2.1145415,2024-02-15 23:09:33.212
2024-02-15 23:00:00+00:00,20964,14.6418705,48,2.8860147,2024-02-15 23:09:33.212
2024-02-08 23:00:00+00:00,20963,41.352875,14,1.9263757,2024-02-15 23:09:33.212
2024-02-09 23:00:00+00:00,20963,18.968277,18,1.5553144,2024-02-15 23:09:33.212
2024-02-10 23:00:00+00:00,20963,34.99843,23,1.1152341,2024-02-15 23:09:33.212
