order_id,driver_id,customer_id,order_is_success,event_timestamp
173,50416,20550,1,2024-02-08 23:36:47.630000+00:00
174,50342,20793,1,2024-02-09 00:37:17.872000+01:00
175,50533,20091,0,2024-02-08 15:37:48.113000-08:00
176,50494,20327,0,2024-02-08 23:38:18.355000+00:00
177,50772,20037,1,2024-02-08 23:38:48.596000+00:00
178,50540,20738,1,2024-02-09 00:39:18.838000+01:00
179,50888,20229,0,2024-02-08 15:39:49.079000-08:00
180,50832,20938,0,2024-02-08 23:40:19.321000+00:00
181,50824,20282,0,2024-02-08 23:40:49.562000+00:00
182,50582,20589,0,2024-02-09 00:41:19.804000+01:00
183,50237,20474,1,2024-02-08 15:41:50.046000-08:00
184,50931,20701,1,2024-02-08 23:42:20.287000+00:00
185,50164,20466,1,2024-02-08 23:42:50.529000+00:00
186,50427,20047,1,2024-02-09 00:43:20.770000+01:00
187,50047,20210,0,2024-02-08 15:43:51.012000-08:00
188,50270,20115,0,2024-02-08 23:44:21.253000+00:00
189,50958,20100,0,2024-02-08 23:44:51.495000+00:00
190,50249,20322,1,2024-02-09 00:45:21.736000+01:00
191,50673,20502,0,2024-02-08 15:45:51.978000-08:00
192,50836,20693,1,2024-02-08 23:46:22.219000+00:00
193,50346,20165,0,2024-02-08 23:46:52.461000+00:00
194,50312,20389,1,2024-02-09 00:47:22.702000+01:00
195,50234,20582,0,2024-02-08 15:47:52.944000-08:00
196,50843,20719,0,2024-02-08 23:48:23.185000+00:00
197,50488,20203,0,2024-02-08 23:48:53.427000+00:00
198,50191,20137,0,2024-02-09 00:49:23.668000+01:00
199,50611,20667,1,2024-02-08 15:49:53.910000-08:00
200,50139,20883,1,2024-02-08 23:50:24.151000+00:00
201,50330,20023,0,2024-02-08 23:50:54.393000+00:00
202,50385,20221,1,2024-02-09 00:51:24.634000+01:00
203,50379,20709,1,2024-02-08 15:51:54.876000-08:00
204,50729,20759,1,2024-02-08 23:52:25.117000+00:00
205,50233,20219,0,2024-02-08 23:52:55.359000+00:00
206,50570,20087,0,2024-02-09 00:53:25.600000+01:00
207,50939,20015,1,2024-02-08 15:53:55.842000-08:00
208,50420,20666,0,2024-02-08 23:54:26.083000+00:00
209,50624,20863,1,2024-02-08 23:54:56.325000+00:00
210,50720,20958,0,2024-02-09 00:55:26.566000+01:00
211,50954,20533,0,2024-02-08 15:55:56.808000-08:00
212,50171,20726,0,2024-02-08 23:56:27.049000+00:00
213,50605,20596,0,2024-02-08 23:56:57.291000+00:00
214,50174,20148,0,2024-02-09 00:57:27.532000+01:00
215,50234,20414,1,2024-02-08 15:57:57.774000-08:00
216,50701,20184,1,2024-02-08 23:58:28.015000+00:00
217,50181,20485,0,2024-02-08 23:58:58.257000+00:00
218,50864,20927,0,2024-02-09 00:59:28.498000+01:00
219,50434,20698,0,2024-02-08 15:59:58.740000-08:00
220,50320,20076,0,2024-02-09 00:00:28.981000+00:00
221,50988,20837,0,2024-02-09 00:00:59.223000+00:00
222,50830,20151,0,2024-02-09 01:01:29.464000+01:00
223,50978,20231,1,2024-02-08 16:01:59.706000-08:00
224,50724,20633,0,2024-02-09 00:02:29.947000+00:00
225,50104,20620,1,2024-02-09 00:03:00.189000+00:00
226,50886,20009,1,2024-02-09 01:03:30.431000+01:00
227,50995,20882,1,2024-02-08 16:04:00.672000-08:00
228,50613,20058,1,2024-02-09 00:04:30.914000+00:00
229,50536,20475,0,2024-02-09 00:05:01.155000+00:00
230,50999,20612,0,2024-02-09 01:05:31.397000+01:00
231,50730,20958,1,2024-02-08 16:06:01.638000-08:00
232,50869,20764,0,2024-02-09 00:06:31.880000+00:00
233,50530,20759,1,2024-02-09 00:07:02.121000+00:00
234,50113,20415,0,2024-02-09 01:07:32.363000+01:00
235,50596,20195,0,2024-02-08 16:08:02.604000-08:00
236,50802,20286,1,2024-02-09 00:08:32.846000+00:00
237,50274,20191,1,2024-02-09 00:09:03.087000+00:00
238,50901,20322,1,2024-02-09 01:09:33.329000+01:00
239,50491,20838,0,2024-02-08 16:10:03.570000-08:00
240,50711,20334,1,2024-02-09 00:10:33.812000+00:00
241,50394,20944,1,2024-02-09 00:11:04.053000+00:00
242,50168,20697,0,2024-02-09 01:11:34.295000+01:00
243,50899,20052,1,2024-02-08 16:12:04.536000-08:00
244,50658,20537,1,2024-02-09 00:12:34.778000+00:00
245,50587,20888,0,2024-02-09 00:13:05.019000+00:00
246,50201,20476,1,2024-02-09 01:13:35.261000+01:00
247,50612,20264,1,2024-02-08 16:14:05.502000-08:00
248,50652,20648,0,2024-02-09 00:14:35.744000+00:00
249,50966,20981,0,2024-02-09 00:15:05.985000+00:00
250,50352,20353,1,2024-02-09 01:15:36.227000+01:00
251,50457,20317,1,2024-02-08 16:16:06.468000-08:00
252,50803,20959,1,2024-02-09 00:16:36.710000+00:00
253,50652,20491,1,2024-02-09 00:17:06.951000+00:00
254,50917,20394,1,2024-02-09 01:17:37.193000+01:00
255,50749,20130,1,2024-02-08 16:18:07.434000-08:00
256,50201,20990,0,2024-02-09 00:18:37.676000+00:00
257,50002,20145,1,2024-02-09 00:19:07.917000+00:00
258,50559,20848,1,2024-02-09 01:19:38.159000+01:00
259,50030,20023,1,2024-02-08 16:20:08.400000-08:00
260,50239,20011,1,2024-02-09 00:20:38.642000+00:00
261,50790,20327,0,2024-02-09 00:21:08.883000+00:00
262,50353,20726,0,2024-02-09 01:21:39.125000+01:00
263,50765,20969,1,2024-02-08 16:22:09.366000-08:00
264,50155,20787,0,2024-02-09 00:22:39.608000+00:00
265,50187,20640,1,2024-02-09 00:23:09.849000+00:00
266,50636,20501,1,2024-02-09 01:23:40.091000+01:00
267,50370,20970,1,2024-02-08 16:24:10.333000-08:00
268,50603,20689,1,2024-02-09 00:24:40.574000+00:00
269,50430,20879,0,2024-02-09 00:25:10.816000+00:00
270,50675,20107,1,2024-02-09 01:25:41.057000+01:00
271,50363,20012,1,2024-02-08 16:26:11.299000-08:00
272,50973,20679,1,2024-02-09 00:26:41.540000+00:00
273,50611,20275,1,2024-02-09 00:27:11.782000+00:00
274,50901,20363,1,2024-02-09 01:27:42.023000+01:00
275,50625,20010,0,2024-02-08 16:28:12.265000-08:00
276,50296,20621,1,2024-02-09 00:28:42.506000+00:00
277,50079,20167,1,2024-02-09 00:29:12.748000+00:00
278,50585,20849,0,2024-02-09 01:29:42.989000+01:00
279,50997,20423,0,2024-02-08 16:30:13.231000-08:00
280,50189,20010,0,2024-02-09 00:30:43.472000+00:00
281,50199,20520,1,2024-02-09 00:31:13.714000+00:00
282,50354,20292,1,2024-02-09 01:31:43.955000+01:00
283,50497,20704,0,2024-02-08 16:32:14.197000-08:00
284,50474,20029,1,2024-02-09 00:32:44.438000+00:00
285,50082,20644,0,2024-02-09 00:33:14.680000+00:00
286,50079,20078,1,2024-02-09 01:33:44.921000+01:00
287,50020,20842,1,2024-02-08 16:34:15.163000-08:00
288,50233,20404,1,2024-02-09 00:34:45.404000+00:00
289,50027,20013,1,2024-02-09 00:35:15.646000+00:00
290,50241,20006,1,2024-02-09 01:35:45.887000+01:00
291,50243,20966,0,2024-02-08 16:36:16.129000-08:00
292,50546,20994,0,2024-02-09 00:36:46.370000+00:00
293,50659,20681,0,2024-02-09 00:37:16.612000+00:00
294,50737,20826,1,2024-02-09 01:37:46.853000+01:00
295,50121,20949,0,2024-02-08 16:38:17.095000-08:00
296,50236,20965,1,2024-02-09 00:38:47.336000+00:00
297,50244,20738,1,2024-02-09 00:39:17.578000+00:00
298,50591,20423,1,2024-02-09 01:39:47.819000+01:00
299,50776,20279,0,2024-02-08 16:40:18.061000-08:00
300,50600,20854,1,2024-02-09 00:40:48.302000+00:00
301,50308,20463,0,2024-02-09 00:41:18.544000+00:00
302,50527,20120,0,2024-02-09 01:41:48.785000+01:00
303,50150,20678,1,2024-02-08 16:42:19.027000-08:00
304,50064,20596,1,2024-02-09 00:42:49.268000+00:00
305,50404,20974,0,2024-02-09 00:43:19.510000+00:00
306,50272,20285,1,2024-02-09 01:43:49.751000+01:00
307,50926,20967,1,2024-02-08 16:44:19.993000-08:00
308,50797,20018,0,2024-02-09 00:44:50.235000+00:00
309,50604,20191,0,2024-02-09 00:45:20.476000+00:00
310,50416,20087,0,2024-02-09 01:45:50.718000+01:00
311,50136,20278,1,2024-02-08 16:46:20.959000-08:00
312,50243,20292,0,2024-02-09 00:46:51.201000+00:00
313,50596,20442,1,2024-02-09 00:47:21.442000+00:00
314,50315,20181,1,2024-02-09 01:47:51.684000+01:00
315,50835,20597,0,2024-02-08 16:48:21.925000-08:00
316,50413,20222,1,2024-02-09 00:48:52.167000+00:00
317,50856,20983,1,2024-02-09 00:49:22.408000+00:00
318,50770,20000,1,2024-02-09 01:49:52.650000+01:00
319,50675,20732,0,2024-02-08 16:50:22.891000-08:00
320,50269,20287,0,2024-02-09 00:50:53.133000+00:00
321,50338,20805,0,2024-02-09 00:51:23.374000+00:00
322,50712,20031,0,2024-02-09 01:51:53.616000+01:00
323,50047,20550,1,2024-02-08 16:52:23.857000-08:00
324,50211,20855,0,2024-02-09 00:52:54.099000+00:00
325,50479,20614,0,2024-02-09 00:53:24.340000+00:00
326,50561,20850,1,2024-02-09 01:53:54.582000+01:00
327,50820,20492,0,2024-02-08 16:54:24.823000-08:00
328,50295,20578,0,2024-02-09 00:54:55.065000+00:00
329,50216,20396,0,2024-02-09 00:55:25.306000+00:00
330,50751,20098,1,2024-02-09 01:55:55.548000+01:00
331,50977,20587,1,2024-02-08 16:56:25.789000-08:00
332,50579,20131,1,2024-02-09 00:56:56.031000+00:00
333,50545,20370,0,2024-02-09 00:57:26.272000+00:00
334,50710,20342,1,2024-02-09 01:57:56.514000+01:00
335,50437,20004,1,2024-02-08 16:58:26.755000-08:00
336,50171,20502,1,2024-02-09 00:58:56.997000+00:00
337,50818,20317,0,2024-02-09 00:59:27.238000+00:00
338,50984,20060,0,2024-02-09 01:59:57.480000+01:00
339,50726,20913,1,2024-02-08 17:00:27.721000-08:00
340,50853,20696,0,2024-02-09 01:00:57.963000+00:00
341,50265,20679,1,2024-02-09 01:01:28.204000+00:00
342,50787,20522,0,2024-02-09 02:01:58.446000+01:00
343,50205,20996,1,2024-02-08 17:02:28.687000-08:00
344,50220,20349,0,2024-02-09 01:02:58.929000+00:00
345,50225,20890,0,2024-02-09 01:03:29.170000+00:00
346,50695,20173,0,2024-02-09 02:03:59.412000+01:00
347,50157,20987,1,2024-02-08 17:04:29.653000-08:00
348,50966,20590,0,2024-02-09 01:04:59.895000+00:00
349,50343,20620,0,2024-02-09 01:05:30.137000+00:00
350,50173,20902,1,2024-02-09 02:06:00.378000+01:00
351,50279,20833,1,2024-02-08 17:06:30.620000-08:00
352,50685,20798,0,2024-02-09 01:07:00.861000+00:00
353,50289,20295,0,2024-02-09 01:07:31.103000+00:00
354,50576,20747,0,2024-02-09 02:08:01.344000+01:00
355,50202,20725,1,2024-02-08 17:08:31.586000-08:00
356,50632,20286,1,2024-02-09 01:09:01.827000+00:00
357,50634,20428,0,2024-02-09 01:09:32.069000+00:00
358,50039,20181,0,2024-02-09 02:10:02.310000+01:00
359,50705,20945,1,2024-02-08 17:10:32.552000-08:00
360,50246,20922,1,2024-02-09 01:11:02.793000+00:00
361,50057,20384,1,2024-02-09 01:11:33.035000+00:00
362,50392,20416,0,2024-02-09 02:12:03.276000+01:00
363,50440,20371,0,2024-02-08 17:12:33.518000-08:00
364,50385,20181,0,2024-02-09 01:13:03.759000+00:00
365,50619,20921,1,2024-02-09 01:13:34.001000+00:00
366,50654,20249,0,2024-02-09 02:14:04.242000+01:00
367,50108,20865,0,2024-02-08 17:14:34.484000-08:00
368,50765,20233,1,2024-02-09 01:15:04.725000+00:00
369,50888,20302,1,2024-02-09 01:15:34.967000+00:00
370,50085,20624,0,2024-02-09 02:16:05.208000+01:00
371,50194,20985,0,2024-02-08 17:16:35.450000-08:00
372,50442,20994,0,2024-02-09 01:17:05.691000+00:00
373,50605,20528,1,2024-02-09 01:17:35.933000+00:00
374,50109,20570,1,2024-02-09 02:18:06.174000+01:00
375,50242,20485,1,2024-02-08 17:18:36.416000-08:00
376,50639,20098,1,2024-02-09 01:19:06.657000+00:00
377,50709,20433,1,2024-02-09 01:19:36.899000+00:00
378,50321,20961,0,2024-02-09 02:20:07.140000+01:00
379,50371,20460,1,2024-02-08 17:20:37.382000-08:00
380,50437,20710,0,2024-02-09 01:21:07.623000+00:00
381,50840,20541,0,2024-02-09 01:21:37.865000+00:00
382,50383,20145,1,2024-02-09 02:22:08.106000+01:00
383,50620,20245,0,2024-02-08 17:22:38.348000-08:00
384,50206,20216,1,2024-02-09 01:23:08.589000+00:00
385,50256,20853,0,2024-02-09 01:23:38.831000+00:00
386,50702,20496,0,2024-02-09 02:24:09.072000+01:00
387,50057,20464,0,2024-02-08 17:24:39.314000-08:00
388,50815,20779,1,2024-02-09 01:25:09.555000+00:00
389,50694,20666,0,2024-02-09 01:25:39.797000+00:00
390,50305,20166,1,2024-02-09 02:26:10.039000+01:00
391,50689,20332,0,2024-02-08 17:26:40.280000-08:00
392,50416,20210,1,2024-02-09 01:27:10.522000+00:00
393,50031,20404,0,2024-02-09 01:27:40.763000+00:00
394,50733,20416,1,2024-02-09 02:28:11.005000+01:00
395,50838,20446,0,2024-02-08 17:28:41.246000-08:00
396,50079,20324,1,2024-02-09 01:29:11.488000+00:00
397,50350,20258,1,2024-02-09 01:29:41.729000+00:00
398,50770,20545,0,2024-02-09 02:30:11.971000+01:00
399,50459,20434,1,2024-02-08 17:30:42.212000-08:00
400,50263,20608,1,2024-02-09 01:31:12.454000+00:00
401,50003,20526,1,2024-02-09 01:31:42.695000+00:00
402,50808,20876,1,2024-02-09 02:32:12.937000+01:00
403,50704,20536,1,2024-02-08 17:32:43.178000-08:00
404,50027,20039,1,2024-02-09 01:33:13.420000+00:00
405,50061,20916,1,2024-02-09 01:33:43.661000+00:00
406,50319,20679,0,2024-02-09 02:34:13.903000+01:00
407,50861,20928,1,2024-02-08 17:34:44.144000-08:00
408,50870,20745,0,2024-02-09 01:35:14.386000+00:00
409,50490,20271,0,2024-02-09 01:35:44.627000+00:00
410,50652,20869,1,2024-02-09 02:36:14.869000+01:00
411,50728,20765,0,2024-02-08 17:36:45.110000-08:00
412,50078,20111,0,2024-02-09 01:37:15.352000+00:00
413,50693,20092,0,2024-02-09 01:37:45.593000+00:00
414,50872,20856,1,2024-02-09 02:38:15.835000+01:00
415,50591,20286,0,2024-02-08 17:38:46.076000-08:00
416,50807,20125,0,2024-02-09 01:39:16.318000+00:00
417,50227,20017,0,2024-02-09 01:39:46.559000+00:00
418,50079,20661,1,2024-02-09 02:40:16.801000+01:00
419,50683,20939,0,2024-02-08 17:40:47.042000-08:00
420,50966,20520,1,2024-02-09 01:41:17.284000+00:00
421,50811,20722,1,2024-02-09 01:41:47.525000+00:00
422,50204,20479,1,2024-02-09 02:42:17.767000+01:00
423,50510,20813,0,2024-02-08 17:42:48.008000-08:00
424,50103,20781,0,2024-02-09 01:43:18.250000+00:00
425,50050,20811,1,2024-02-09 01:43:48.491000+00:00
426,50851,20887,0,2024-02-09 02:44:18.733000+01:00
427,50068,20191,0,2024-02-08 17:44:48.974000-08:00
428,50041,20984,1,2024-02-09 01:45:19.216000+00:00
429,50401,20464,0,2024-02-09 01:45:49.457000+00:00
430,50431,20989,1,2024-02-09 02:46:19.699000+01:00
431,50956,20626,0,2024-02-08 17:46:49.940000-08:00
432,50249,20376,0,2024-02-09 01:47:20.182000+00:00
433,50821,20428,1,2024-02-09 01:47:50.424000+00:00
434,50228,20405,1,2024-02-09 02:48:20.665000+01:00
435,50753,20909,0,2024-02-08 17:48:50.907000-08:00
436,50391,20553,1,2024-02-09 01:49:21.148000+00:00
437,50261,20797,0,2024-02-09 01:49:51.390000+00:00
438,50236,20710,0,2024-02-09 02:50:21.631000+01:00
439,50220,20285,1,2024-02-08 17:50:51.873000-08:00
440,50454,20278,1,2024-02-09 01:51:22.114000+00:00
441,50817,20484,0,2024-02-09 01:51:52.356000+00:00
442,50380,20781,0,2024-02-09 02:52:22.597000+01:00
443,50028,20543,0,2024-02-08 17:52:52.839000-08:00
444,50598,20459,0,2024-02-09 01:53:23.080000+00:00
445,50964,20917,0,2024-02-09 01:53:53.322000+00:00
446,50987,20000,1,2024-02-09 02:54:23.563000+01:00
447,50216,20346,0,2024-02-08 17:54:53.805000-08:00
448,50665,20726,1,2024-02-09 01:55:24.046000+00:00
449,50354,20630,0,2024-02-09 01:55:54.288000+00:00
450,50654,20046,0,2024-02-09 02:56:24.529000+01:00
451,50831,20669,0,2024-02-08 17:56:54.771000-08:00
452,50563,20088,1,2024-02-09 01:57:25.012000+00:00
453,50510,20420,1,2024-02-09 01:57:55.254000+00:00
454,50810,20449,1,2024-02-09 02:58:25.495000+01:00
455,50970,20867,1,2024-02-08 17:58:55.737000-08:00
456,50745,20402,0,2024-02-09 01:59:25.978000+00:00
457,50867,20417,1,2024-02-09 01:59:56.220000+00:00
458,50347,20491,1,2024-02-09 03:00:26.461000+01:00
459,50998,20572,1,2024-02-08 18:00:56.703000-08:00
460,50792,20896,1,2024-02-09 02:01:26.944000+00:00
461,50874,20224,1,2024-02-09 02:01:57.186000+00:00
462,50899,20423,1,2024-02-09 03:02:27.427000+01:00
463,50305,20525,1,2024-02-08 18:02:57.669000-08:00
464,50470,20828,1,2024-02-09 02:03:27.910000+00:00
465,50669,20055,0,2024-02-09 02:03:58.152000+00:00
466,50149,20960,1,2024-02-09 03:04:28.393000+01:00
467,50841,20509,0,2024-02-08 18:04:58.635000-08:00
468,50742,20064,0,2024-02-09 02:05:28.876000+00:00
469,50080,20131,0,2024-02-09 02:05:59.118000+00:00
470,50837,20165,1,2024-02-09 03:06:29.359000+01:00
471,50241,20043,0,2024-02-08 18:06:59.601000-08:00
472,50457,20032,1,2024-02-09 02:07:29.842000+00:00
473,50245,20575,1,2024-02-09 02:08:00.084000+00:00
474,50413,20364,0,2024-02-09 03:08:30.326000+01:00
475,50826,20991,0,2024-02-08 18:09:00.567000-08:00
476,50560,20046,1,2024-02-09 02:09:30.809000+00:00
477,50001,20602,0,2024-02-09 02:10:01.050000+00:00
478,50937,20303,0,2024-02-09 03:10:31.292000+01:00
479,50014,20669,0,2024-02-08 18:11:01.533000-08:00
480,50041,20923,0,2024-02-09 02:11:31.775000+00:00
481,50834,20962,1,2024-02-09 02:12:02.016000+00:00
482,50181,20325,1,2024-02-09 03:12:32.258000+01:00
483,50501,20277,1,2024-02-08 18:13:02.499000-08:00
484,50440,20898,1,2024-02-09 02:13:32.741000+00:00
485,50618,20751,0,2024-02-09 02:14:02.982000+00:00
486,50192,20186,0,2024-02-09 03:14:33.224000+01:00
487,50423,20183,1,2024-02-08 18:15:03.465000-08:00
488,50282,20289,1,2024-02-09 02:15:33.707000+00:00
489,50539,20716,1,2024-02-09 02:16:03.948000+00:00
490,50722,20549,1,2024-02-09 03:16:34.190000+01:00
491,50391,20535,0,2024-02-08 18:17:04.431000-08:00
492,50639,20168,1,2024-02-09 02:17:34.673000+00:00
493,50863,20343,0,2024-02-09 02:18:04.914000+00:00
494,50757,20061,1,2024-02-09 03:18:35.156000+01:00
495,50203,20791,0,2024-02-08 18:19:05.397000-08:00
496,50268,20025,0,2024-02-09 02:19:35.639000+00:00
497,50218,20928,1,2024-02-09 02:20:05.880000+00:00
498,50962,20998,1,2024-02-09 03:20:36.122000+01:00
499,50962,20010,0,2024-02-08 18:21:06.363000-08:00
500,50902,20840,0,2024-02-09 02:21:36.605000+00:00
501,50678,20143,0,2024-02-09 02:22:06.846000+00:00
502,50568,20892,0,2024-02-09 03:22:37.088000+01:00
503,50772,20492,1,2024-02-08 18:23:07.329000-08:00
504,50781,20819,0,2024-02-09 02:23:37.571000+00:00
505,50678,20573,0,2024-02-09 02:24:07.812000+00:00
506,50993,20304,0,2024-02-09 03:24:38.054000+01:00
507,50121,20264,0,2024-02-08 18:25:08.295000-08:00
508,50503,20387,1,2024-02-09 02:25:38.537000+00:00
509,50859,20115,1,2024-02-09 02:26:08.778000+00:00
510,50935,20733,0,2024-02-09 03:26:39.020000+01:00
511,50730,20387,1,2024-02-08 18:27:09.261000-08:00
512,50428,20909,1,2024-02-09 02:27:39.503000+00:00
513,50712,20138,1,2024-02-09 02:28:09.744000+00:00
514,50624,20253,1,2024-02-09 03:28:39.986000+01:00
515,50698,20763,0,2024-02-08 18:29:10.228000-08:00
516,50336,20120,0,2024-02-09 02:29:40.469000+00:00
517,50119,20700,1,2024-02-09 02:30:10.711000+00:00
518,50552,20022,1,2024-02-09 03:30:40.952000+01:00
519,50746,20432,1,2024-02-08 18:31:11.194000-08:00
520,50368,20374,0,2024-02-09 02:31:41.435000+00:00
521,50907,20191,0,2024-02-09 02:32:11.677000+00:00
522,50922,20256,0,2024-02-09 03:32:41.918000+01:00
523,50922,20948,0,2024-02-08 18:33:12.160000-08:00
524,50345,20395,0,2024-02-09 02:33:42.401000+00:00
525,50271,20955,1,2024-02-09 02:34:12.643000+00:00
526,50706,20094,1,2024-02-09 03:34:42.884000+01:00
527,50894,20798,0,2024-02-08 18:35:13.126000-08:00
528,50136,20385,1,2024-02-09 02:35:43.367000+00:00
529,50827,20063,1,2024-02-09 02:36:13.609000+00:00
530,50946,20407,0,2024-02-09 03:36:43.850000+01:00
531,50639,20400,0,2024-02-08 18:37:14.092000-08:00
532,50359,20534,1,2024-02-09 02:37:44.333000+00:00
533,50733,20426,1,2024-02-09 02:38:14.575000+00:00
534,50143,20082,0,2024-02-09 03:38:44.816000+01:00
535,50268,20607,0,2024-02-08 18:39:15.058000-08:00
536,50826,20727,0,2024-02-09 02:39:45.299000+00:00
537,50413,20024,1,2024-02-09 02:40:15.541000+00:00
538,50135,20647,0,2024-02-09 03:40:45.782000+01:00
539,50813,20538,0,2024-02-08 18:41:16.024000-08:00
540,50986,20635,1,2024-02-09 02:41:46.265000+00:00
541,50849,20275,0,2024-02-09 02:42:16.507000+00:00
542,50730,20153,0,2024-02-09 03:42:46.748000+01:00
543,50414,20869,0,2024-02-08 18:43:16.990000-08:00
544,50903,20758,1,2024-02-09 02:43:47.231000+00:00
545,50650,20424,1,2024-02-09 02:44:17.473000+00:00
546,50789,20768,1,2024-02-09 03:44:47.714000+01:00
547,50633,20037,0,2024-02-08 18:45:17.956000-08:00
548,50486,20904,1,2024-02-09 02:45:48.197000+00:00
549,50637,20787,1,2024-02-09 02:46:18.439000+00:00
550,50008,20300,0,2024-02-09 03:46:48.680000+01:00
551,50663,20874,0,2024-02-08 18:47:18.922000-08:00
552,50407,20529,0,2024-02-09 02:47:49.163000+00:00
553,50289,20767,0,2024-02-09 02:48:19.405000+00:00
554,50901,20843,0,2024-02-09 03:48:49.646000+01:00
555,50361,20690,1,2024-02-08 18:49:19.888000-08:00
556,50622,20085,1,2024-02-09 02:49:50.130000+00:00
557,50056,20157,1,2024-02-09 02:50:20.371000+00:00
558,50489,20578,0,2024-02-09 03:50:50.613000+01:00
559,50286,20746,0,2024-02-08 18:51:20.854000-08:00
560,50493,20128,1,2024-02-09 02:51:51.096000+00:00
561,50267,20179,1,2024-02-09 02:52:21.337000+00:00
562,50251,20863,1,2024-02-09 03:52:51.579000+01:00
563,50178,20183,0,2024-02-08 18:53:21.820000-08:00
